,pat,entity A,entity B,apis
2,test (.*) using (.*),['iterations'],"['testng', 'dataprovider']",['java.util.Arrays.copyOfRange']
3,test (.*) using (.*),"['console', 'output']",['junit'],"['java.lang.System.getSecurityManager', 'java.lang.System.setSecurityManager', 'java.lang.System.exit', 'java.lang.String.format']"
4,test (.*) using (.*),['method'],"['testng', 'listeners']","['java.lang.System.getProperty', 'java.lang.Integer.parseInt']"
5,test (.*) using (.*),"['failing', 'when']",['jacoco'],['java.util.Arrays.stream']
6,test (.*) using (.*),"['entity', 'annotations']",['junit'],['java.util.Arrays.asList']
7,test (.*) using (.*),"['a', 'filter']","['cache', 'k']",['java.util.Objects.requireNonNull']
0,query (.*) in (.*),['statement'],['operator'],['java.sql.DriverManager.getConnection']
1,query (.*) in (.*),['results'],['jsp'],"['java.lang.Class.forName', 'java.sql.DriverManager.getConnection']"
2,query (.*) in (.*),['params'],"['rest', 'api']",['java.util.Arrays.asList']
3,query (.*) in (.*),"['with', 'jdbc']","['a', 'csv']","['java.lang.Class.forName', 'java.sql.DriverManager.getConnection']"
4,query (.*) in (.*),"['time', 'boost']",['compass'],"['java.lang.System.identityHashCode', 'java.util.Calendar.getInstance']"
5,query (.*) in (.*),['result'],"['selenium', 'webdriver']",['java.lang.System.setProperty']
6,query (.*) in (.*),['parameter'],"['rest', 'request']",['java.lang.String.format']
7,query (.*) in (.*),['results'],['jtext'],['javax.swing.JOptionPane.showMessageDialog']
0,process (.*) in (.*),['running'],['background'],['java.lang.Runtime.getRuntime']
1,process (.*) in (.*),['done'],"['regular', 'interval']",['java.lang.System.gc']
2,process (.*) in (.*),"['to', 'display']","['a', 'jtextpane']",['java.lang.Runtime.getRuntime']
3,process (.*) in (.*),"['camera', 'frames']","['a', 'service']","['java.util.Collections.sort', 'java.lang.String.format']"
4,process (.*) in (.*),['status'],['jtextarea'],['java.awt.EventQueue.invokeLater']
5,process (.*) in (.*),['string'],['android'],"['java.util.regex.Pattern.compile', 'java.lang.Integer.parseInt']"
6,process (.*) in (.*),"['was', 'started']",['debugger'],['java.lang.management.ManagementFactory.getRuntimeMXBean']
0,load (.*) using (.*),"['a', 'page']","['selenium', 'webdriver']",['java.lang.System.currentTimeMillis']
1,load (.*) using (.*),"['a', 'file']",['jfilechooser'],['java.awt.Desktop.getDesktop']
2,load (.*) using (.*),['videos'],['asynctask'],['java.util.Collections.unmodifiableList']
3,load (.*) using (.*),['image'],['getresource'],['javax.imageio.ImageIO.read']
4,load (.*) using (.*),"['the', 'file']","['getresourceasstream', 'method']",['javax.swing.UIManager.setLookAndFeel']
5,load (.*) using (.*),['image'],"['imageio', 'read']",['javax.imageio.ImageIO.read']
6,load (.*) using (.*),['element'],['implicitlywait'],['java.lang.System.currentTimeMillis']
7,load (.*) using (.*),"['yaml', 'file']","['vm', 'argument']",['java.lang.System.getProperty']
8,load (.*) using (.*),['average'],['java'],['java.lang.management.ManagementFactory.getOperatingSystemMXBean']
9,load (.*) using (.*),['pictures'],"['jpeg', 'codec']",['javax.imageio.ImageIO.read']
10,load (.*) using (.*),['configuration'],['jackson'],['java.lang.Class.getAnnotation']
11,load (.*) using (.*),['image'],"['getclassloader', 'method']",['javax.imageio.ImageIO.read']
12,load (.*) using (.*),"['text', 'file']",['filechooser'],['java.nio.file.Files.readAllBytes']
0,call (.*) on (.*),"['addition', 'operator']","['two', 'objects']",['java.lang.String.valueOf']
1,call (.*) on (.*),"['function', 'based']","['string', 'android']",['java.lang.Class.forName']
2,call (.*) on (.*),"['a', 'method']","['a', 'field']",['java.lang.Class.forName']
3,call (.*) on (.*),['constructor'],"['existing', 'instance']",['java.lang.System.loadLibrary']
4,call (.*) on (.*),['method'],"['received', 'objects']",['java.util.logging.Logger.getLogger']
5,call (.*) on (.*),['getlooper'],"['main', 'thread']",['java.lang.Thread.currentThread']
6,call (.*) on (.*),['append'],['it'],['javax.swing.SwingUtilities.invokeLater']
7,call (.*) on (.*),['method'],"['a', 'hashtable']",['java.lang.Integer.parseInt']
8,call (.*) on (.*),['method'],"['each', 'elemnt']",['java.util.Optional.ofNullable']
9,call (.*) on (.*),"['is', 'executing']","['multiple', 'threads']",['java.lang.Thread.activeCount']
0,start (.*) of (.*),['day'],['week'],['java.util.Calendar.getInstance']
1,start (.*) of (.*),"['and', 'endpositions']","['html', 'tags']",['java.util.regex.Pattern.compile']
2,start (.*) of (.*),['up'],"['java', 'application']","['java.awt.Toolkit.getDefaultToolkit', 'javax.swing.SwingUtilities.invokeLater']"
3,start (.*) of (.*),"['from', 'bottom']",['page'],['org.xml.sax.Parser.parse']
4,start (.*) of (.*),['time'],['today'],['java.lang.System.currentTimeMillis']
5,start (.*) of (.*),"['method', 'instead']","['run', 'method']","['java.lang.Thread.sleep', 'java.lang.Thread.currentThread']"
6,start (.*) of (.*),['instead'],"['set', 'time']",['java.util.Calendar.getInstance']
0,split (.*) on (.*),"['strings', 'based']","['certain', 'length']",['java.lang.String.substring']
1,split (.*) on (.*),"['a', 'string']",['pipe'],['java.util.regex.Pattern.quote']
2,split (.*) on (.*),"['strings', 'based']","['white', 'spaces']",['java.lang.String.join']
3,split (.*) on (.*),"['string', 'deppending']",['characters'],['java.util.regex.Pattern.compile']
0,open (.*) from (.*),"['web', 'page']",['jframe'],['java.awt.Desktop.getDesktop']
1,open (.*) from (.*),"['with', 'dialog']","['another', 'program']","['java.lang.Runtime.getRuntime', 'java.lang.String.format']"
2,open (.*) from (.*),"['file', 'editor']",['java'],"['java.lang.Runtime.getRuntime', 'java.lang.System.getProperty']"
3,open (.*) from (.*),"['and', 'application']","['system', 'tray']",['java.awt.SystemTray.getSystemTray']
4,open (.*) from (.*),['joptionpane'],"['a', 'jbutton']",['javax.swing.JOptionPane.showMessageDialog']
5,open (.*) from (.*),"['new', 'windows']",['menubars'],['javax.swing.JOptionPane.showMessageDialog']
6,open (.*) from (.*),"['command', 'prompt']",['java'],['java.lang.Runtime.getRuntime']
7,open (.*) from (.*),"['a', 'jframe']","['another', 'class']",['javax.swing.JOptionPane.showInputDialog']
0,filter (.*) with (.*),"['or', 'first']","['rx', 'java']",['java.util.stream.IntStream.iterate']
1,filter (.*) with (.*),['date'],['java'],"['java.util.Arrays.asList', 'java.time.LocalDate.parse']"
2,filter (.*) with (.*),['jtable'],['abstractdatamodel'],"['javax.swing.RowFilter.notFilter', 'javax.swing.RowFilter.regexFilter']"
3,filter (.*) with (.*),"['a', 'listview']","['multiple', 'spinners']",['java.util.Arrays.asList']
4,filter (.*) with (.*),"['them', 'out']",['pdfbox'],"['java.util.Collections.sort', 'java.lang.Math.max', 'java.lang.Float.compare', 'java.lang.Math.abs', 'java.lang.Math.min']"
0,disable (.*) for (.*),"['system', 'out']",['speed'],['java.lang.System.setOut']
1,disable (.*) for (.*),"['alt', 'f']",['javafx'],['java.lang.System.exit']
2,disable (.*) for (.*),"['dialog', 'close']",['progressmonitor'],['javax.swing.ProgressMonitor.isCanceled']
3,disable (.*) for (.*),"['content', 'negotiation']","['spring', 'actuators']",['java.util.Arrays.asList']
4,disable (.*) for (.*),"['event', 'logs']","['network', 'connections']",['java.lang.System.exit']
5,disable (.*) for (.*),"['push', 'notification']","['certain', 'time']",['java.util.Calendar.getInstance']
6,disable (.*) for (.*),['dst'],"['calendar', 'object']",['java.time.LocalDate.parse']
0,parse (.*) of (.*),['fraction'],['second'],"['java.time.LocalDateTime.parse', 'java.lang.Integer.parseInt', 'java.time.format.DateTimeFormatter.ofPattern']"
1,parse (.*) of (.*),"['this', 'type']","['date', 'format']",['java.util.regex.Pattern.compile']
2,parse (.*) of (.*),['list'],['object'],['java.lang.String.valueOf']
3,parse (.*) of (.*),"['metadata', 'attributes']","['xml', 'file']","['javax.xml.xpath.XPathFactory.newInstance', 'javax.xml.parsers.DocumentBuilderFactory.newInstance']"
4,parse (.*) of (.*),"['expiration', 'date']","['debit', 'card']","['java.time.format.DateTimeFormatter.ofPattern', 'java.time.YearMonth.parse']"
5,parse (.*) of (.*),['end'],"['line', 'string']",['java.io.BufferedReader.readLine']
6,parse (.*) of (.*),['period'],['time'],['java.time.Duration.parse']
7,parse (.*) of (.*),['date'],"['after', 'years']","['java.lang.Integer.parseInt', 'java.util.Calendar.getInstance']"
8,parse (.*) of (.*),['sections'],"['a', 'text']",['java.util.regex.Pattern.compile']
9,parse (.*) of (.*),"['the', 'edges']","['a', 'string']",['java.util.regex.Pattern.compile']
10,parse (.*) of (.*),"['this', 'kind']",['text'],['java.util.regex.Pattern.compile']
11,parse (.*) of (.*),"['a', 'part']",['string'],['java.lang.Integer.parseInt']
12,parse (.*) of (.*),"['vs', 'zoneddatetime']",[],['java.time.ZoneId.of']
13,parse (.*) of (.*),"['first', 'strings']","['a', 'line']","['java.lang.String.split', 'java.util.Arrays.copyOfRange', 'java.lang.String.join']"
0,load (.*) on (.*),"['jdk', 'types']",['android'],['java.lang.Class.forName']
1,load (.*) on (.*),"['a', 'class']",['tomcat'],['java.lang.ClassLoader.getSystemClassLoader']
2,load (.*) on (.*),['opencv'],['android'],['java.lang.System.loadLibrary']
3,load (.*) on (.*),"['them', 'based']","['class', 'types']",['javax.xml.bind.JAXBContext.newInstance']
4,load (.*) on (.*),"['main', 'class']","['live', 'server']","['java.lang.System.setProperty', 'java.lang.Thread.currentThread']"
5,load (.*) on (.*),"['generated', 'class']","['server', 'side']",['java.lang.Class.forName']
6,load (.*) on (.*),['depending'],"['system', 'setup']",['java.lang.System.loadLibrary']
7,load (.*) on (.*),"['class', 'based']","['user', 'input']",['java.lang.Class.forName']
8,load (.*) on (.*),"['properties', 'based']","['test', 'annotation']",['java.util.Arrays.asList']
9,load (.*) on (.*),['images'],"['run', 'time']",['javax.imageio.ImageIO.read']
0,stop (.*) from (.*),['tomcat'],"['java', 'code']","['java.lang.Runtime.getRuntime', 'java.util.logging.Logger.getLogger']"
1,stop (.*) from (.*),"['java', 'scanner']","['accepting', 'input']","['java.lang.Thread.sleep', 'java.lang.Thread.interrupt']"
2,stop (.*) from (.*),['runnable'],"['main', 'class']",['java.lang.Thread.currentThread']
3,stop (.*) from (.*),"['some', 'graphics']",['redrawing'],"['java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
4,stop (.*) from (.*),"['an', 'audioclip']","['another', 'class']","['javax.sound.sampled.AudioSystem.getAudioInputStream', 'java.util.logging.Logger.getLogger', 'javax.sound.sampled.AudioSystem.getClip']"
5,stop (.*) from (.*),"['adb', 'logcat']",['running'],['java.lang.Runtime.getRuntime']
6,stop (.*) from (.*),"['java', 'process']","['jar', 'fil']",['java.lang.Runtime.getRuntime']
7,stop (.*) from (.*),['thread'],"['other', 'class']","['java.lang.Thread.stop', 'java.lang.Thread.currentThread']"
8,stop (.*) from (.*),['people'],['closing'],['java.lang.System.exit']
9,stop (.*) from (.*),['parts'],"['being', 'detachable']",['java.util.Arrays.stream']
10,stop (.*) from (.*),"['getting', 'input']",['user'],['java.util.Collections.sort']
11,stop (.*) from (.*),"['java', 'app']","['web', 'ui']","['java.lang.String.valueOf', 'java.lang.System.exit']"
0,start (.*) with (.*),"['new', 'line']",['n'],['java.lang.System.getProperty']
1,start (.*) with (.*),"['on', 'logon']",['java'],"['java.lang.Runtime.getRuntime', 'java.text.MessageFormat.format']"
2,start (.*) with (.*),"['sub', 'process']","['own', 'terminal']",['javax.swing.SwingUtilities.invokeLater']
3,start (.*) with (.*),"['stop', 'button']",['timer'],['java.lang.System.nanoTime']
4,start (.*) with (.*),['jar'],['processbuilder'],['java.lang.Runtime.getRuntime']
5,start (.*) with (.*),['application'],['flags'],['java.lang.Runtime.getRuntime']
6,start (.*) with (.*),['time'],['jmh'],['java.util.concurrent.ThreadLocalRandom.current']
0,output (.*) from (.*),['gif'],['servletoutputstream'],"['javax.imageio.ImageIO.read', 'javax.imageio.ImageIO.write', 'java.util.logging.Logger.getLogger', 'javax.imageio.ImageIO.createImageOutputStream']"
1,output (.*) from (.*),"['confidence', 'score']","['stanford', 'classifier']",['java.lang.Double.toString']
0,pass (.*) in (.*),"['by', 'reference']",['rmi'],"['java.rmi.registry.LocateRegistry.getRegistry', 'java.rmi.registry.LocateRegistry.createRegistry']"
1,pass (.*) in (.*),"['array', 'value']","['single', 'request']","['java.util.Collections.shuffle', 'java.lang.Integer.parseInt']"
2,pass (.*) in (.*),"['runtime', 'argumets']",['servlet'],['org.omg.CORBA.ORB.init']
3,pass (.*) in (.*),['parameter'],['multithreading'],['java.lang.Thread.sleep']
4,pass (.*) in (.*),"['arraylist', 'int']","['an', 'intent']",['java.util.Arrays.asList']
5,pass (.*) in (.*),"['set', 'flags']","['my', 'code']",['java.util.logging.Logger.getLogger']
6,pass (.*) in (.*),['string'],"['android', 'timepicker']",['java.lang.Integer.parseInt']
7,pass (.*) in (.*),['headers'],"['webservice', 'template']",['javax.xml.transform.TransformerFactory.newInstance']
8,pass (.*) in (.*),['events'],['swing'],['java.lang.System.exit']
0,run (.*) with (.*),"['python', 'program']","['virtual', 'environment']","['java.lang.Runtime.exec', 'java.lang.Runtime.getRuntime']"
1,run (.*) with (.*),"['shell', 'command']",['eof'],['java.lang.Runtime.getRuntime']
2,run (.*) with (.*),['method'],['jprogressbar'],"['java.lang.Thread.sleep', 'java.time.Duration.between', 'java.time.Instant.now', 'java.time.Duration.ofSeconds', 'java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
3,run (.*) with (.*),"['methods', 'asynchronously']","['completable', 'future']","['java.util.concurrent.CompletableFuture.runAsync', 'java.util.concurrent.CompletableFuture.supplyAsync']"
4,run (.*) with (.*),"['java', 'file']","['variable', 'name']",['java.lang.Class.forName']
5,run (.*) with (.*),['threads'],"['static', 'variable']",['java.util.concurrent.Executors.newCachedThreadPool']
6,run (.*) with (.*),"['a', 'group']",['java'],['java.util.Arrays.asList']
7,run (.*) with (.*),['jar'],"['specific', 'path']",['java.lang.System.getProperty']
0,connect (.*) with (.*),['db'],['java'],['java.lang.Class.forName']
1,connect (.*) with (.*),['java'],"['wamp', 'server']",['java.sql.DriverManager.getConnection']
2,connect (.*) with (.*),"['two', 'circles']","['a', 'line']","['java.lang.Math.round', 'java.awt.geom.AffineTransform.getTranslateInstance', 'java.lang.Math.toRadians', 'java.lang.Math.atan2', 'java.awt.EventQueue.invokeLater', 'javax.swing.UIManager.setLookAndFeel']"
3,connect (.*) with (.*),"['esp', 'softap']","['android', 'app']",['java.net.InetAddress.getByName']
4,connect (.*) with (.*),['it'],['database'],['java.sql.DriverManager.getConnection']
5,connect (.*) with (.*),"['to', 'db']",['jdbc'],['java.sql.DriverManager.getConnection']
6,connect (.*) with (.*),['jbuttons'],['keys'],['java.awt.EventQueue.invokeLater']
7,connect (.*) with (.*),"['sqliteopenhelper', 'class']",['mainactivity'],"['java.lang.System.getProperty', 'java.lang.String.valueOf']"
0,count (.*) of (.*),['number'],['rows'],"['java.lang.Class.forName', 'java.sql.DriverManager.getConnection']"
1,count (.*) of (.*),['number'],"['user', 'inputs']","['java.lang.System.exit', 'java.lang.Math.random']"
2,count (.*) of (.*),"['the', 'number']",['occurrences'],['java.util.Scanner.nextLine']
3,count (.*) of (.*),['number'],['comparisons'],"['java.lang.Math.round', 'java.util.Arrays.sort', 'java.lang.Math.random']"
4,count (.*) of (.*),"['the', 'number']",['appearances'],['java.util.stream.Collectors.summingInt']
5,count (.*) of (.*),['number'],"['content', 'tags']","['javax.xml.stream.XMLInputFactory.newInstance', 'javax.xml.parsers.SAXParserFactory.newInstance']"
6,count (.*) of (.*),['elements'],"['multiple', 'streams']","['java.util.stream.Collectors.summingInt', 'java.util.stream.Collectors.groupingBy', 'java.util.stream.Stream.of']"
7,count (.*) of (.*),"['variable', 'parameters']","['lambda', 'function']",['java.lang.Math.pow']
8,count (.*) of (.*),"['the', 'number']",['words'],"['java.util.regex.Pattern.compile', 'java.lang.System.exit']"
9,count (.*) of (.*),['occurances'],['strings'],['java.util.Arrays.sort']
10,count (.*) of (.*),"['the', 'number']",['points'],['java.lang.Integer.parseInt']
11,count (.*) of (.*),['occurrences'],['anagrams'],"['java.util.Arrays.stream', 'java.util.Arrays.sort']"
12,count (.*) of (.*),['frequency'],['elements'],"['java.time.LocalDate.parse', 'java.nio.file.Files.readAllLines', 'java.nio.file.Files.lines']"
13,count (.*) of (.*),['value'],"['string', 'array']",['java.lang.Double.parseDouble']
0,print (.*) to (.*),"['text', 'file']","['specific', 'printer']","['javax.print.ServiceUI.printDialog', 'javax.print.PrintServiceLookup.lookupDefaultPrintService', 'javax.print.PrintServiceLookup.lookupPrintServices']"
1,print (.*) to (.*),['anything'],['console'],['java.util.logging.Logger.getLogger']
2,print (.*) to (.*),"['jasperprint', 'directly']",['printer'],"['java.awt.print.PrinterJob.getPrinterJob', 'javax.print.PrintServiceLookup.lookupPrintServices']"
3,print (.*) to (.*),['button'],['jpanel'],['java.awt.print.PrinterJob.getPrinterJob']
4,print (.*) to (.*),"['parse', 'tree']",['stdout'],"['java.lang.System.lineSeparator', 'java.util.Arrays.asList']"
5,print (.*) to (.*),"['java', 'output']","['a', 'file']",['java.lang.System.setOut']
6,print (.*) to (.*),['image'],"['paper', 'printer']",['java.awt.print.PrinterJob.getPrinterJob']
7,print (.*) to (.*),"['output', 'how']",['debug'],['java.util.logging.Logger.getLogger']
8,print (.*) to (.*),['java'],"['a', 'window']","['java.lang.Integer.parseInt', 'javax.swing.JOptionPane.showMessageDialog']"
9,print (.*) to (.*),['dialog'],"['the', 'user']","['javax.print.ServiceUI.printDialog', 'javax.print.PrintServiceLookup.lookupDefaultPrintService']"
10,print (.*) to (.*),"['each', 'section']",['console'],['javax.swing.JOptionPane.showInputDialog']
11,print (.*) to (.*),['method'],"['non', 'recursive']",['java.util.Arrays.fill']
0,parse (.*) into (.*),['string'],['number'],"['java.text.NumberFormat.getInstance', 'java.lang.Integer.parseInt']"
1,parse (.*) into (.*),"['html', 'table']",['listview'],['javax.xml.xpath.XPathFactory.newInstance']
2,parse (.*) into (.*),['tree'],['xml'],['java.lang.String.join']
3,parse (.*) into (.*),"['the', 'string']",['numeric'],['java.lang.Character.isLetterOrDigit']
4,parse (.*) into (.*),"['a', 'string']",['double'],['java.lang.Double.parseDouble']
5,parse (.*) into (.*),"['formatted', 'string']","['an', 'array']",['java.lang.Integer.parseInt']
6,parse (.*) into (.*),['string'],['arraylist'],['java.util.Arrays.asList']
7,parse (.*) into (.*),['string'],"['a', 'map']",['java.util.regex.Pattern.compile']
0,open (.*) using (.*),"['html', 'file']",['java'],['java.awt.Desktop.getDesktop']
1,open (.*) using (.*),"['a', 'file']",['java'],"['java.lang.Runtime.getRuntime', 'java.lang.System.getProperty', 'java.awt.Desktop.getDesktop']"
2,open (.*) using (.*),"['csv', 'file']",['excel'],['java.lang.Runtime.getRuntime']
3,open (.*) using (.*),"['a', 'file']","['a', 'jbutton']",['java.awt.Desktop.getDesktop']
4,open (.*) using (.*),"['an', 'application']",['selenium'],['java.lang.Runtime.getRuntime']
5,open (.*) using (.*),"['a', 'file']","['exec', 'method']",['java.lang.Runtime.getRuntime']
6,open (.*) using (.*),['tab'],"['selenium', 'webdriver']",['java.lang.Thread.sleep']
7,open (.*) using (.*),['wordpad'],['java'],"['java.lang.Thread.sleep', 'java.lang.Runtime.getRuntime']"
0,output (.*) with (.*),['redirection'],"['screen', 'command']",['java.lang.Thread.sleep']
1,output (.*) with (.*),"['in', 'xstream']","['another', 'element']",['javax.xml.bind.JAXBContext.newInstance']
2,output (.*) with (.*),"['to', 'csv']",['comma'],['java.lang.System.lineSeparator']
3,output (.*) with (.*),"['when', 'computing']",['arrays'],['java.lang.String.valueOf']
4,output (.*) with (.*),"['to', 'html']","['spring', 'boot']",['java.lang.Thread.sleep']
0,compare (.*) to (.*),"['single', 'char']","['char', 'array']",['javax.swing.JOptionPane.showInputDialog']
1,compare (.*) to (.*),['image'],"['actual', 'screen']",['javax.imageio.ImageIO.write']
2,compare (.*) to (.*),['it'],"['a', 'string']","['java.lang.Character.toLowerCase', 'java.lang.Character.toString']"
3,compare (.*) to (.*),"['d', 'array']",['d'],['java.util.Arrays.asList']
4,compare (.*) to (.*),"['then', 'add']","['another', 'list']",['java.util.Arrays.asList']
5,compare (.*) to (.*),"['xs', 'string']","['xs', 'integer']",['javax.xml.xpath.XPathFactory.newInstance']
6,compare (.*) to (.*),['integer'],['jlabel'],['java.lang.Integer.parseInt']
0,output (.*) for (.*),['formatting'],['decimal'],['javax.swing.JOptionPane.showMessageDialog']
1,output (.*) for (.*),['path'],"['dynamic', 'compilation']","['java.util.Arrays.asList', 'javax.tools.ToolProvider.getSystemJavaCompiler']"
2,output (.*) for (.*),"['dependency', 'hash']","['each', 'dependency']",['java.security.MessageDigest.getInstance']
3,output (.*) for (.*),['in'],['loop'],['java.util.Arrays.stream']
0,wait (.*) for (.*),"['on', 'nothing']","['x', 'seconds']",['java.lang.Thread.sleep']
1,wait (.*) for (.*),['in'],['loop'],['java.lang.Thread.sleep']
2,wait (.*) for (.*),"['notify', 'approach']","['a', 'game']",['java.util.Arrays.asList']
3,wait (.*) for (.*),"['to', 'ask']","['user', 'input']",['java.lang.System.exit']
0,add (.*) for (.*),['truststore'],"['client', 'authentication']",['java.lang.System.setProperty']
1,add (.*) for (.*),"['multiple', 'listeners']","['multiple', 'components']",['javax.swing.SwingUtilities.invokeLater']
2,add (.*) for (.*),"['a', 'listener']","['locale', 'change']",['java.util.Locale.setDefault']
3,add (.*) for (.*),"['custom', 'endpoints']","['executable', 'jar']","['java.util.concurrent.Executors.newScheduledThreadPool', 'java.lang.Integer.valueOf']"
4,add (.*) for (.*),"['an', 'event']",['button'],['java.lang.System.exit']
0,calculate (.*) of (.*),"['the', 'median']","['an', 'array']",['java.util.Arrays.sort']
1,calculate (.*) of (.*),"['hash', 'value']","['a', 'file']",['java.security.MessageDigest.getInstance']
2,calculate (.*) of (.*),['divisors'],"['a', 'number']",['java.lang.Integer.parseInt']
3,calculate (.*) of (.*),"['the', 'sum']",['values'],['java.lang.Double.parseDouble']
4,calculate (.*) of (.*),"['correct', 'width']","['a', 'text']","['java.lang.Math.max', 'java.lang.Math.min']"
5,calculate (.*) of (.*),"['next', 'friday']","['odd', 'week']",['java.util.Calendar.getInstance']
6,calculate (.*) of (.*),['average'],['values'],"['java.util.stream.Collectors.groupingBy', 'java.util.stream.Collectors.averagingInt', 'java.util.stream.Collectors.mapping']"
7,calculate (.*) of (.*),['midpoints'],"['lines', 'recursively']",['java.lang.Math.floor']
8,calculate (.*) of (.*),"['plot', 'rate']",['change'],['java.lang.Math.round']
9,calculate (.*) of (.*),"['the', 'average']",['them'],"['java.util.Arrays.stream', 'java.util.regex.Pattern.compile']"
10,calculate (.*) of (.*),['average'],"['an', 'array']",['java.lang.Integer.parseInt']
11,calculate (.*) of (.*),"['the', 'difference']",['dates'],"['java.time.Duration.between', 'java.util.Date.from', 'java.time.LocalDateTime.of', 'java.time.LocalDateTime.now', 'java.time.Period.between', 'java.time.LocalDateTime.ofInstant']"
12,calculate (.*) of (.*),['keysize'],['keypairgenerator'],"['java.lang.System.getProperty', 'java.security.KeyPairGenerator.getInstance']"
13,calculate (.*) of (.*),['summation'],"['the', 'function']",['java.util.Arrays.stream']
0,change (.*) from (.*),"['all', 'values']",['to'],['java.util.Arrays.stream']
1,change (.*) from (.*),"['the', 'jpanel']","['another', 'class']",['javax.swing.SwingUtilities.invokeLater']
2,change (.*) from (.*),"['month', 'format']",['jdatechooser'],['java.text.DateFormat.getDateInstance']
3,change (.*) from (.*),"['label', 'text']","['different', 'class']",['java.lang.System.exit']
4,change (.*) from (.*),"['lines', 'color']",['datepickerdialog'],['java.util.Calendar.getInstance']
5,change (.*) from (.*),['text'],"['menu', 'buttons']","['javax.swing.UIManager.getString', 'javax.swing.UIManager.getBoolean', 'javax.swing.UIManager.put', 'javax.swing.UIManager.getColor', 'javax.swing.UIManager.getBorder']"
6,change (.*) from (.*),['scene'],"['another', 'thread']",['java.lang.Thread.sleep']
0,compare (.*) using (.*),['dates'],['java'],['java.util.Calendar.getInstance']
1,compare (.*) using (.*),['integers'],['stream'],['java.util.stream.Stream.of']
2,compare (.*) using (.*),"['it', 'by']",['comparator'],"['java.util.Collections.sort', 'java.lang.Integer.parseInt']"
3,compare (.*) using (.*),"['null', 'values']",['comparator'],['java.lang.Double.parseDouble']
4,compare (.*) using (.*),['method'],"['a', 'double']",['java.lang.Double.compare']
5,compare (.*) using (.*),"['java', 'lists']","['custom', 'logic']",['java.util.stream.IntStream.range']
6,compare (.*) using (.*),"['two', 'prices']","['if', 'else']",['java.lang.Double.parseDouble']
0,find (.*) on (.*),"['current', 'truststore']","['disk', 'programatically']",['javax.net.ssl.SSLContext.setDefault']
1,find (.*) on (.*),['symbol'],"['drivermanager', 'getconnection']","['java.lang.Class.forName', 'java.sql.DriverManager.getConnection', 'java.util.logging.Logger.getLogger']"
2,find (.*) on (.*),['netmask'],"['android', 'device']","['java.net.InetAddress.getByAddress', 'java.net.NetworkInterface.getByInetAddress']"
3,find (.*) on (.*),"['a', 'method']","['a', 'class']",['java.util.regex.Pattern.compile']
4,find (.*) on (.*),"['files', 'based']",['glob'],['java.nio.file.Files.walk']
5,find (.*) on (.*),"['build', 'properties']",['gate'],"['java.lang.System.setProperty', 'java.lang.System.getProperty']"
6,find (.*) on (.*),"['a', 'file']",['usb'],"['java.lang.System.getProperty', 'java.awt.Desktop.getDesktop', 'javax.swing.JOptionPane.showMessageDialog']"
7,find (.*) on (.*),"['right', 'position']",['array'],['java.lang.Long.parseLong']
0,start (.*) in (.*),"['chrome', 'driver']","['selenium', 'webdriver']",['java.lang.System.setProperty']
1,start (.*) in (.*),"['chrome', 'browser']",['webdriver'],['java.lang.System.setProperty']
2,start (.*) in (.*),"['activity', 'componentinfo']",['android'],['java.net.URLEncoder.encode']
3,start (.*) in (.*),['rmiregistry'],"['rmi', 'server']",['java.rmi.registry.LocateRegistry.createRegistry']
4,start (.*) in (.*),"['of', 'activity']",['android'],"['java.lang.Thread.sleep', 'java.lang.Integer.parseInt']"
5,start (.*) in (.*),"['end', 'number']","['android', 'java']","['java.util.concurrent.ThreadLocalRandom.current', 'java.lang.Integer.parseInt']"
6,start (.*) in (.*),"['of', 'string']",['regexp'],['java.lang.String.matches']
7,start (.*) in (.*),['data'],"['firebase', 'android']",['java.lang.Thread.sleep']
8,start (.*) in (.*),['at'],"['swing', 'windows']",['java.awt.EventQueue.invokeLater']
0,match (.*) in (.*),['word'],['string'],['java.util.regex.Pattern.compile']
1,match (.*) in (.*),"['a', 'digit']","['android', 'java']",['java.util.regex.Pattern.compile']
2,match (.*) in (.*),"['new', 'lines']","['java', 'regex']",['java.util.regex.Pattern.compile']
3,match (.*) in (.*),"['any', 'path']",['pathmatcher'],['java.nio.file.FileSystems.getDefault']
4,match (.*) in (.*),"['the', 'pattern']",['android'],['java.util.regex.Pattern.compile']
5,match (.*) in (.*),"['two', 'works']","['a', 'line']",['java.util.regex.Pattern.compile']
6,match (.*) in (.*),['wildcard'],"['result', 'type']",['java.util.Arrays.asList']
7,match (.*) in (.*),['patterns'],['url'],['java.util.regex.Pattern.compile']
8,match (.*) in (.*),"['specific', 'url']",['string'],"['java.util.regex.Pattern.quote', 'java.util.regex.Pattern.compile']"
9,match (.*) in (.*),['content'],['quotes'],['java.util.regex.Pattern.compile']
10,match (.*) in (.*),['aas'],"['this', 'string']",['java.util.regex.Pattern.compile']
11,match (.*) in (.*),"['string', 'pattern']","['multi', 'lines']",['java.util.regex.Pattern.compile']
12,match (.*) in (.*),['variables'],"['a', 'string']",['java.util.regex.Pattern.compile']
